tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0871425	tvMovie	Pretty/Handsome	Pretty/Handsome	0	2008	\N	67	Drama
tt0871426	movie	Baby Mama	Baby Mama	0	2008	\N	99	Comedy,Romance
tt0871427	video	Babylon 5: The Lost Tales	Babylon 5: The Lost Tales	0	2007	\N	75	Adventure,Drama,Horror
tt0871428	short	The Bear	The Bear	0	1999	\N	13	Short
tt0871429	movie	Casting	Casting	0	2003	\N	52	Documentary
tt0871430	movie	Croire	Croire	0	1998	\N	52	Documentary
tt0871431	short	DoDo Rings	DoDo Rings	0	2006	\N	9	Comedy,Short
tt0871432	short	Eternal Child	Eternal Child	0	2005	\N	5	Drama,Short
tt0871433	short	For Sam	For Sam	0	2006	\N	10	Drama,Short
tt0871434	short	Heitelläänhän kääpiöitäkin	Heitelläänhän kääpiöitäkin	0	2006	\N	26	Comedy,Drama,Short
tt0871435	tvEpisode	Le monde des trotskystes	Le monde des trotskystes	0	2006	\N	85	Documentary,History
tt0871436	movie	Monkey Dance	Monkey Dance	0	2004	\N	65	Documentary
tt0871437	tvMovie	O.C.T.: Occult Crimes Taskforce	O.C.T.: Occult Crimes Taskforce	0	\N	\N	\N	Action,Crime,Drama
tt0871438	movie	Ocean of Pearls	Ocean of Pearls	0	2008	\N	97	Drama
tt0871439	movie	Public Witness	Public Witness	0	2006	\N	66	\N
tt0871441	movie	Rex Mundi	Rex Mundi	0	\N	\N	\N	Adventure,Drama,Fantasy
tt0871442	video	Roxy Music: Live at the Apollo	Roxy Music: Live at the Apollo	0	2003	\N	109	Music
tt0871443	video	Sade: Lovers Live	Sade: Lovers Live	0	2002	\N	116	Documentary,Music
tt0871444	short	Sim Movie	Sim Movie	0	2003	\N	1	Short
tt0871445	short	I soliti idioti	I soliti idioti	0	2003	\N	16	Comedy,Short
tt0871446	tvSpecial	TNN/CMT Country Weekly Music Awards	TNN/CMT Country Weekly Music Awards	0	2001	\N	\N	\N
tt0871447	movie	Thend	Thend	0	1999	\N	90	Drama
tt0871448	tvEpisode	Bumerang	Bumerang	0	2006	\N	90	Crime
tt0871449	movie	Treasure in Malta	Treasure in Malta	0	1963	\N	93	Adventure
tt0871451	tvMovie	The Hill	The Hill	0	2007	\N	\N	Comedy
tt0871452	video	Voyeur Cam	Voyeur Cam	1	2003	\N	95	Adult
tt0871453	movie	Le pont de l'exil	Le pont de l'exil	0	1997	\N	52	Documentary
tt0871454	tvEpisode	Le petit fugitif	Le petit fugitif	0	2006	\N	\N	Crime
tt0871455	tvEpisode	Passeport diplomatique	Passeport diplomatique	0	2006	\N	\N	Crime
tt0871456	tvEpisode	Die goldene Hochzeit	Die goldene Hochzeit	0	2001	\N	49	Comedy,Family
tt0871457	tvEpisode	Cosas de mujer	Cosas de mujer	0	1999	\N	\N	Comedy,Romance
tt0871458	tvEpisode	La vida sigue... casi igual	La vida sigue... casi igual	0	1994	\N	\N	Comedy
tt0871459	tvEpisode	Ilmainen lounas	Ilmainen lounas	0	1999	\N	\N	Comedy
tt0871460	tvEpisode	Kaksoiselämää	Kaksoiselämää	0	1999	\N	\N	Comedy
tt0871461	tvEpisode	Kutsumusammatti	Kutsumusammatti	0	1999	\N	\N	Comedy
tt0871462	tvEpisode	Royal politik	Royal politik	0	2005	\N	\N	Talk-Show
tt0871463	tvEpisode	Thorning og kaos?	Thorning og kaos?	0	2005	\N	\N	Talk-Show
tt0871464	tvEpisode	Abendstern	Abendstern	0	2002	\N	10	Animation
tt0871465	tvEpisode	Hundsstern	Hundsstern	0	2002	\N	10	Animation
tt0871466	tvEpisode	Sternbilder	Sternbilder	0	2002	\N	10	Animation
tt0871467	tvEpisode	Sternengold	Sternengold	0	2002	\N	10	Animation
tt0871468	tvEpisode	Sternenhimmel	Sternenhimmel	0	2002	\N	10	Animation
tt0871469	tvEpisode	Sternenlicht	Sternenlicht	0	2002	\N	10	Animation
tt0871470	tvEpisode	Sternenschar	Sternenschar	0	2002	\N	9	Animation
tt0871471	tvEpisode	Sternenwärts	Sternenwärts	0	2002	\N	10	Animation
tt0871472	tvEpisode	Sternfahrt	Sternfahrt	0	2002	\N	9	Animation
tt0871473	tvEpisode	Sternflimmern	Sternflimmern	0	2002	\N	10	Animation
tt0871474	tvEpisode	Sternkunde	Sternkunde	0	2002	\N	10	Animation
tt0871475	tvEpisode	Sternstunde	Sternstunde	0	2002	\N	10	Animation
tt0871476	tvEpisode	Sterntaler	Sterntaler	0	2002	\N	10	Animation
tt0871477	tvEpisode	O manancial	O manancial	0	2004	\N	\N	Thriller
tt0871478	tvEpisode	El muerto al hoyo y el vivo al bollo	El muerto al hoyo y el vivo al bollo	0	2006	\N	\N	Comedy
tt0871479	tvEpisode	Mi marido ya no me hace el Annapurna	Mi marido ya no me hace el Annapurna	0	2004	\N	\N	Comedy
tt0871480	tvEpisode	Soy un celoso compulsivo	Soy un celoso compulsivo	0	2004	\N	\N	Comedy
tt0871481	tvEpisode	Der Ausflug	Der Ausflug	0	1992	\N	\N	\N
tt0871482	tvEpisode	Der Bräutigam	Der Bräutigam	0	1992	\N	\N	\N
tt0871483	tvEpisode	Der Jungbrunnen	Der Jungbrunnen	0	1992	\N	\N	\N
tt0871484	tvEpisode	Der Kandidat	Der Kandidat	0	1992	\N	\N	\N
tt0871485	tvEpisode	Der Test	Der Test	0	1992	\N	\N	\N
tt0871486	tvEpisode	Der letzte Weg	Der letzte Weg	0	1992	\N	\N	\N
tt0871487	tvEpisode	Die Ankunft	Die Ankunft	0	1992	\N	\N	\N
tt0871488	tvEpisode	Die Hochzeit	Die Hochzeit	0	1992	\N	\N	\N
tt0871489	tvEpisode	Die Mauer fällt	Die Mauer fällt	0	1992	\N	\N	\N
tt0871490	tvEpisode	Die neue Kraft	Die neue Kraft	0	1992	\N	\N	\N
tt0871491	tvEpisode	Ein Blick ins Jenseits	Ein Blick ins Jenseits	0	1992	\N	\N	\N
tt0871492	tvEpisode	Investitionen	Investitionen	0	1992	\N	\N	\N
tt0871493	tvEpisode	Trennung	Trennung	0	1992	\N	\N	\N
tt0871494	tvEpisode	Buffalo Burrito/Parkerina	Buffalo Burrito/Parkerina	0	2006	\N	\N	Animation,Comedy,Fantasy
tt0871495	tvEpisode	A mellor lotería é ter saúde	A mellor lotería é ter saúde	0	2004	\N	\N	Comedy
tt0871496	tvEpisode	Asasinato na aldea	Asasinato na aldea	0	2005	\N	\N	Comedy
tt0871497	tvEpisode	Buscar na enciclopedia	Buscar na enciclopedia	0	2006	\N	\N	Comedy
tt0871498	tvEpisode	Especialistas en caixas fortes	Especialistas en caixas fortes	0	2005	\N	\N	Comedy
tt0871499	tvEpisode	Flamenco no bar Suízo	Flamenco no bar Suízo	0	\N	\N	\N	Comedy
tt0871500	tvEpisode	Nacidos para ser artistas	Nacidos para ser artistas	0	2004	\N	\N	Comedy
tt0871501	tvEpisode	O profesional do ano	O profesional do ano	0	2006	\N	\N	Comedy
tt0871502	tvEpisode	Queridos reis magos	Queridos reis magos	0	2005	\N	\N	Comedy
tt0871503	tvEpisode	Abgezockt	Abgezockt	0	2006	\N	\N	Crime
tt0871504	tvSeries	Torun ve torunu	Torun ve torunu	0	2006	2006	75	Comedy
tt0871505	tvEpisode	A toda máquina	A toda máquina	0	2006	\N	\N	Drama
tt0871507	tvSeries	Que buena TV	Que buena TV	0	2000	\N	44	Music
tt0871509	movie	The Last Gang	Le dernier gang	0	2007	\N	125	Crime
tt0871510	movie	Let's Go! India	Chak De! India	0	2007	\N	153	Drama,Family,Sport
tt0871511	movie	Off and Running	Passe-passe	0	2008	\N	93	Comedy
tt0871512	movie	Disengagement	Disengagement	0	2007	\N	115	Drama
tt0871513	movie	Frankenstein's Bloody Nightmare	Frankenstein's Bloody Nightmare	0	2006	\N	77	Horror
tt0871515	tvEpisode	Bowtime	Bowtime	0	2006	\N	\N	Action,Adventure,Animation
tt0871516	tvEpisode	MIR: Top Secret	MIR: Top Secret	0	2001	\N	\N	Comedy
tt0871517	tvSeries	Ali's Dozen	Ali's Dozen	0	2006	\N	\N	Sport
tt0871518	tvEpisode	Episode dated 13 November 2003	Episode dated 13 November 2003	0	2003	\N	\N	Drama,Mystery,Romance
tt0871519	tvEpisode	The Hair Down There	The Hair Down There	0	2006	\N	21	Comedy
tt0871520	tvEpisode	The Girl Who Hates Her Hair	The Girl Who Hates Her Hair	0	2006	\N	44	Game-Show,Reality-TV
tt0871521	tvEpisode	The Gold Rush	The Gold Rush	0	2006	\N	120	Biography,Documentary,History
tt0871522	tvEpisode	Canadian Roundup	Canadian Roundup	0	1968	\N	\N	\N
tt0871523	tvEpisode	High Sierra Jeep Trek	High Sierra Jeep Trek	0	1968	\N	\N	\N
tt0871524	tvEpisode	Lake Chapala Paradise	Lake Chapala Paradise	0	1968	\N	\N	\N
tt0871525	tvEpisode	Oregon's Mountain Wonderland	Oregon's Mountain Wonderland	0	1968	\N	\N	\N
tt0871526	tvEpisode	Surfing Western Style	Surfing Western Style	0	1968	\N	\N	\N
tt0871527	tvEpisode	Whale Chase in Baja	Whale Chase in Baja	0	1968	\N	\N	\N
tt0871528	tvEpisode	Amazing Animals	Amazing Animals	0	2006	\N	\N	Documentary,News
tt0871529	tvEpisode	The Tiger Temple in Thailand: Part 1	The Tiger Temple in Thailand: Part 1	0	2006	\N	\N	Documentary,News
tt0871530	tvEpisode	The Tiger Temple in Thailand: Part 2	The Tiger Temple in Thailand: Part 2	0	2006	\N	\N	Documentary,News
tt0871531	tvEpisode	Episode #1.12858	Episode #1.12858	0	2006	\N	\N	Drama,Romance
tt0871532	tvEpisode	Episode #1.12859	Episode #1.12859	0	2006	\N	\N	Drama,Romance
tt0871533	tvEpisode	Episode dated 24 October 2006	Episode dated 24 October 2006	0	2006	\N	\N	Drama,Romance
tt0871534	tvEpisode	Episode #3.20	Episode #3.20	0	2006	\N	\N	News,Talk-Show
tt0871535	tvEpisode	Episode #3.22	Episode #3.22	0	2006	\N	\N	News,Talk-Show
tt0871536	tvEpisode	Episode #3.33	Episode #3.33	0	2006	\N	\N	News,Talk-Show
tt0871537	tvEpisode	No Son of Mine	No Son of Mine	0	1968	\N	\N	Comedy
tt0871538	tvEpisode	Pryde and Prejudice	Pryde and Prejudice	0	1968	\N	\N	Comedy
tt0871539	tvEpisode	A Man, a Woman, and a Horse	A Man, a Woman, and a Horse	0	1981	\N	24	Comedy,Western
tt0871540	tvEpisode	Elvira's Old Beau	Elvira's Old Beau	0	1982	\N	24	Comedy,Western
tt0871541	tvEpisode	Sam's Life Is Threatened	Sam's Life Is Threatened	0	1982	\N	24	Comedy,Western
tt0871542	tvEpisode	The Cave-In	The Cave-In	0	1982	\N	24	Comedy,Western
tt0871543	tvEpisode	Episode dated 26 August 2006	Episode dated 26 August 2006	0	2006	\N	\N	News,Talk-Show
tt0871544	tvEpisode	Audie Murphy: Great American Hero	Audie Murphy: Great American Hero	0	1996	\N	60	Biography,Documentary,History
tt0871545	tvEpisode	Carol Burnett: Just to Have a Laugh	Carol Burnett: Just to Have a Laugh	0	1996	\N	60	Biography,Documentary,History
tt0871546	tvEpisode	Olga Korbut: The Gymnast, Her Coach, Her Rival & the President	Olga Korbut: The Gymnast, Her Coach, Her Rival & the President	0	2000	\N	60	Biography,Documentary,History
tt0871547	tvEpisode	Patton: A Genius for War	Patton: A Genius for War	0	1995	\N	60	Biography,Documentary,History
tt0871548	tvEpisode	Shirley Temple: Hollywood's Little Princess	Shirley Temple: Hollywood's Little Princess	0	1997	\N	60	Biography,Documentary,History
tt0871549	tvEpisode	Shirley Temple: The Biggest Little Star	Shirley Temple: The Biggest Little Star	0	1996	\N	90	Biography,Documentary,History
tt0871550	tvEpisode	Bob Hires a Maid	Bob Hires a Maid	0	1957	\N	30	Comedy
tt0871551	tvEpisode	Bob for Mayor	Bob for Mayor	0	1957	\N	\N	Comedy
tt0871552	tvEpisode	Episode #1.19	Episode #1.19	0	1993	\N	\N	Comedy
tt0871553	tvEpisode	Fools Rush In	Fools Rush In	0	1984	\N	\N	Comedy
tt0871554	tvEpisode	Episode #1.8	Episode #1.8	0	2006	\N	\N	Comedy,Documentary
tt0871555	tvEpisode	Lost and Found	Lost and Found	0	1987	\N	60	Drama
tt0871556	tvEpisode	Psych 101	Psych 101	0	2007	\N	30	Comedy
tt0871557	tvEpisode	The Dare	The Dare	0	2006	\N	30	Comedy
tt0871558	tvEpisode	Episode dated 19 September 1969	Episode dated 19 September 1969	0	1969	\N	\N	Comedy
tt0871559	tvEpisode	Episode #3.13	Episode #3.13	0	2006	\N	\N	Talk-Show
tt0871560	tvEpisode	Episode dated 8 December 2004	Episode dated 8 December 2004	0	2004	\N	\N	Drama,Romance
tt0871561	tvEpisode	Episode dated 9 December 2004	Episode dated 9 December 2004	0	2004	\N	\N	Drama,Romance
tt0871562	tvEpisode	Episode dated 10 December 2004	Episode dated 10 December 2004	0	2004	\N	\N	Drama,Romance
tt0871563	tvEpisode	Episode dated 11 December 2004	Episode dated 11 December 2004	0	2004	\N	\N	Drama,Romance
tt0871564	tvEpisode	Episode dated 13 December 2004	Episode dated 13 December 2004	0	2004	\N	\N	Drama,Romance
tt0871565	tvEpisode	Episode dated 14 December 2004	Episode dated 14 December 2004	0	2004	\N	\N	Drama,Romance
tt0871566	tvEpisode	Episode dated 15 December 2004	Episode dated 15 December 2004	0	2004	\N	\N	Drama,Romance
tt0871567	tvEpisode	Episode dated 16 December 2004	Episode dated 16 December 2004	0	2004	\N	\N	Drama,Romance
tt0871568	tvEpisode	Episode dated 17 December 2004	Episode dated 17 December 2004	0	2004	\N	\N	Drama,Romance
tt0871569	tvEpisode	Episode dated 18 December 2004	Episode dated 18 December 2004	0	2004	\N	\N	Drama,Romance
tt0871570	tvEpisode	Episode dated 20 December 2004	Episode dated 20 December 2004	0	2004	\N	\N	Drama,Romance
tt0871571	tvEpisode	Episode dated 21 December 2004	Episode dated 21 December 2004	0	2004	\N	\N	Drama,Romance
tt0871572	tvEpisode	Episode dated 22 December 2004	Episode dated 22 December 2004	0	2004	\N	\N	Drama,Romance
tt0871573	tvEpisode	Episode dated 23 December 2004	Episode dated 23 December 2004	0	2004	\N	\N	Drama,Romance
tt0871574	tvEpisode	Episode dated 24 December 2004	Episode dated 24 December 2004	0	2004	\N	\N	Drama,Romance
tt0871575	tvEpisode	Episode dated 25 December 2004	Episode dated 25 December 2004	0	2004	\N	\N	Drama,Romance
tt0871576	tvEpisode	Episode dated 27 December 2004	Episode dated 27 December 2004	0	2004	\N	\N	Drama,Romance
tt0871577	tvEpisode	Episode dated 28 December 2004	Episode dated 28 December 2004	0	2004	\N	\N	Drama,Romance
tt0871578	tvEpisode	Episode dated 29 December 2004	Episode dated 29 December 2004	0	2004	\N	\N	Drama,Romance
tt0871579	tvEpisode	Episode dated 30 December 2004	Episode dated 30 December 2004	0	2004	\N	\N	Drama,Romance
tt0871580	tvEpisode	Episode dated 31 December 2004	Episode dated 31 December 2004	0	2004	\N	\N	Drama,Romance
tt0871581	tvEpisode	Episode dated 1 January 2005	Episode dated 1 January 2005	0	2005	\N	\N	Drama,Romance
tt0871582	tvEpisode	Episode dated 3 January 2005	Episode dated 3 January 2005	0	2005	\N	\N	Drama,Romance
tt0871583	tvEpisode	Episode dated 4 January 2005	Episode dated 4 January 2005	0	2005	\N	\N	Drama,Romance
tt0871584	tvEpisode	Episode dated 5 January 2005	Episode dated 5 January 2005	0	2005	\N	\N	Drama,Romance
tt0871585	tvEpisode	Episode dated 6 January 2005	Episode dated 6 January 2005	0	2005	\N	\N	Drama,Romance
tt0871586	tvEpisode	Episode dated 7 January 2005	Episode dated 7 January 2005	0	2005	\N	\N	Drama,Romance
tt0871587	tvEpisode	Episode dated 8 January 2005	Episode dated 8 January 2005	0	2005	\N	\N	Drama,Romance
tt0871588	tvEpisode	Episode #1.1232	Episode #1.1232	0	2006	\N	\N	Drama
tt0871589	tvEpisode	Episode dated 30 August 2006	Episode dated 30 August 2006	0	2006	\N	\N	News,Talk-Show
tt0871590	tvEpisode	Echoes: Part 1	Echoes: Part 1	0	1978	\N	\N	Drama
tt0871591	tvEpisode	The Greenhouse Girls: Part 1	The Greenhouse Girls: Part 1	0	1978	\N	\N	Drama
tt0871592	tvEpisode	Episode dated 28 September 2006	Episode dated 28 September 2006	0	2006	\N	\N	Talk-Show
tt0871593	tvEpisode	Round 3	Round 3	0	2006	\N	\N	Family,Game-Show,Music
tt0871594	tvEpisode	Round 3 Results	Round 3 Results	0	2006	\N	\N	Family,Game-Show,Music
tt0871595	tvEpisode	Episode #1.7	Episode #1.7	0	2006	\N	\N	Comedy,Talk-Show
tt0871596	tvEpisode	Episode #1.10410	Episode #1.10410	0	2006	\N	\N	Drama,Romance
tt0871597	tvEpisode	Episode dated 10 September 2001	Episode dated 10 September 2001	0	2001	\N	\N	\N
tt0871598	tvEpisode	Episode dated 17 September 2001	Episode dated 17 September 2001	0	2001	\N	\N	\N
tt0871599	tvEpisode	Episode dated 24 September 2001	Episode dated 24 September 2001	0	2001	\N	\N	\N
tt0871600	tvEpisode	Episode dated 25 September 2001	Episode dated 25 September 2001	0	2001	\N	\N	\N
tt0871601	tvEpisode	Episode dated 26 September 2001	Episode dated 26 September 2001	0	2001	\N	\N	\N
tt0871602	tvEpisode	Episode dated 27 September 2001	Episode dated 27 September 2001	0	2001	\N	\N	\N
tt0871603	tvEpisode	Episode dated 4 October 2001	Episode dated 4 October 2001	0	2001	\N	\N	\N
tt0871604	tvSeries	Oi dikaioi	Oi dikaioi	0	1974	1976	\N	Adventure,Crime,Drama
tt0871606	tvEpisode	Where Are They Now?: Part 1	Where Are They Now?: Part 1	0	2006	\N	\N	Game-Show,Reality-TV
tt0871607	tvEpisode	Where Are They Now?: Part 2	Where Are They Now?: Part 2	0	2006	\N	\N	Game-Show,Reality-TV
tt0871608	tvEpisode	Episode dated 22 September 2006	Episode dated 22 September 2006	0	2006	\N	\N	News
tt0871609	tvEpisode	Ed, Edd n Eddy's Boo Haw Haw	Ed, Edd n Eddy's Boo Haw Haw	0	2005	\N	\N	Animation,Comedy,Family
tt0871610	tvEpisode	Ed, Edd n Eddy's Hanky Panky Hullabaloo	Ed, Edd n Eddy's Hanky Panky Hullabaloo	0	2005	\N	\N	Animation,Comedy,Family
tt0871611	tvEpisode	Ed, Edd n Eddy's Jingle Jingle Jangle	Ed, Edd n Eddy's Jingle Jingle Jangle	0	2004	\N	\N	Animation,Comedy,Family
tt0871612	tvEpisode	The Ed-Touchables/Nagged to Ed	The Ed-Touchables/Nagged to Ed	0	1999	\N	\N	Animation,Comedy,Family
tt0871613	tvEpisode	Episode #4.21	Episode #4.21	0	2006	\N	\N	Comedy,Talk-Show
tt0871614	tvEpisode	Episode #4.17	Episode #4.17	0	2006	\N	\N	Comedy,Talk-Show
tt0871615	tvEpisode	Episode #4.22	Episode #4.22	0	2006	\N	\N	Comedy,Talk-Show
tt0871616	tvEpisode	Episode #4.23	Episode #4.23	0	2006	\N	\N	Comedy,Talk-Show
tt0871617	tvEpisode	Episode #4.24	Episode #4.24	0	2006	\N	\N	Comedy,Talk-Show
tt0871618	tvEpisode	Episode #4.25	Episode #4.25	0	2006	\N	\N	Comedy,Talk-Show
tt0871619	tvSeries	En buena compañía	En buena compañía	0	2006	\N	\N	Comedy
tt0871620	tvSeries	Entertainment Today Television	Entertainment Today Television	0	2006	\N	23	News
tt0871621	tvEpisode	Episode dated 27 September 2006	Episode dated 27 September 2006	0	2006	\N	\N	News
tt0871622	tvEpisode	Everybody Hates Rejection	Everybody Hates Rejection	0	2006	\N	21	Comedy,Drama,Music
tt0871623	tvEpisode	Episode dated 17 September 2006	Episode dated 17 September 2006	0	2006	\N	\N	News
tt0871624	tvEpisode	Episode #1.3394	Episode #1.3394	0	2006	\N	\N	Drama,Family
tt0871625	tvEpisode	Blake Shelton	Blake Shelton	0	2006	\N	22	Comedy,Music
tt0871626	tvEpisode	Hank Williams Jr.	Hank Williams Jr.	0	2006	\N	22	Comedy,Music
tt0871627	tvEpisode	Jack Ingram	Jack Ingram	0	2006	\N	22	Comedy,Music
tt0871628	tvEpisode	The Warren Brothers	The Warren Brothers	0	2006	\N	22	Comedy,Music
tt0871629	tvEpisode	Away Game	Away Game	0	2006	\N	21	Comedy,Drama,Romance
tt0871630	tvEpisode	Episode #1.11098	Episode #1.11098	0	2006	\N	\N	Crime,Drama,Romance
tt0871631	tvEpisode	Episode #1.11115	Episode #1.11115	0	2006	\N	\N	Crime,Drama,Romance
tt0871632	tvEpisode	After the Storm	After the Storm	0	2006	\N	\N	Comedy
tt0871633	tvEpisode	Taxidermy/Barbie	Taxidermy/Barbie	0	2006	\N	\N	Reality-TV
tt0871634	tvEpisode	Episode #5.10	Episode #5.10	0	2006	\N	\N	Reality-TV
tt0871635	tvEpisode	Phantom/Zabeel	Phantom/Zabeel	0	2006	\N	\N	Reality-TV
tt0871636	tvEpisode	Bella/Masons	Bella/Masons	0	2006	\N	\N	Reality-TV
tt0871637	tvEpisode	Stone Jars/Waihi Cars	Stone Jars/Waihi Cars	0	2006	\N	\N	Reality-TV
tt0871638	tvEpisode	Venus/Cameras	Venus/Cameras	0	2006	\N	\N	Reality-TV
tt0871639	tvEpisode	Rabble/Sheepdogs	Rabble/Sheepdogs	0	2006	\N	\N	Reality-TV
tt0871640	tvEpisode	Coca Cola/Brenkley Trunks	Coca Cola/Brenkley Trunks	0	2006	\N	\N	Reality-TV
tt0871641	tvEpisode	Pop Culture/Nurse Uniform	Pop Culture/Nurse Uniform	0	2006	\N	\N	Reality-TV
tt0871642	tvEpisode	Telephones/Folk Art	Telephones/Folk Art	0	2006	\N	\N	Reality-TV
tt0871643	tvEpisode	Episode #1.15031	Episode #1.15031	0	2006	\N	\N	Drama,Romance
tt0871644	tvMiniSeries	To gymno koritsi	To gymno koritsi	0	1982	\N	45	Fantasy,Romance
tt0871645	tvEpisode	Show #584 - Was für ein Traumpaar: Jessica und Michael Stich	Show #584 - Was für ein Traumpaar: Jessica und Michael Stich	0	1999	\N	\N	Comedy,Talk-Show
tt0871646	tvEpisode	Episode #32.1	Episode #32.1	0	2006	\N	29	Comedy,Game-Show,News
tt0871647	tvEpisode	Efficiency Secretary	Efficiency Secretary	0	1957	\N	30	Action,Crime,Drama
tt0871648	tvEpisode	Episode #1.3893	Episode #1.3893	0	2005	\N	28	Drama,Romance
tt0871649	tvEpisode	Episode dated 28 September 2006	Episode dated 28 September 2006	0	2006	\N	\N	\N
tt0871650	tvEpisode	Episode #1.22	Episode #1.22	0	1997	\N	\N	Comedy,Sport
tt0871651	tvEpisode	Finale	Finale	0	2004	\N	\N	Documentary,Musical
tt0871652	tvEpisode	Episode #1.17	Episode #1.17	0	1995	\N	\N	Comedy
tt0871653	tvEpisode	Episode #4.1	Episode #4.1	0	2006	\N	\N	Talk-Show
tt0871654	tvEpisode	Episode #4.10	Episode #4.10	0	2006	\N	\N	Talk-Show
tt0871655	tvEpisode	Episode #4.11	Episode #4.11	0	2006	\N	\N	Talk-Show
tt0871656	tvEpisode	Episode #4.12	Episode #4.12	0	2006	\N	\N	Talk-Show
tt0871657	tvEpisode	Episode #4.13	Episode #4.13	0	2006	\N	\N	Talk-Show
tt0871658	tvEpisode	Episode #4.14	Episode #4.14	0	2006	\N	\N	Talk-Show
tt0871659	tvEpisode	Episode #4.15	Episode #4.15	0	2006	\N	\N	Talk-Show
tt0871660	tvEpisode	Episode #4.2	Episode #4.2	0	2006	\N	\N	Talk-Show
tt0871661	tvEpisode	Episode #4.3	Episode #4.3	0	2006	\N	\N	Talk-Show
tt0871662	tvEpisode	Episode #4.4	Episode #4.4	0	2006	\N	\N	Talk-Show
tt0871663	tvEpisode	Episode #4.5	Episode #4.5	0	2006	\N	\N	Talk-Show
tt0871664	tvEpisode	Episode #4.6	Episode #4.6	0	2006	\N	\N	Talk-Show
tt0871665	tvEpisode	Episode #4.7	Episode #4.7	0	2006	\N	\N	Talk-Show
tt0871666	tvEpisode	Episode #4.8	Episode #4.8	0	2006	\N	\N	Talk-Show
tt0871667	tvEpisode	Episode #4.9	Episode #4.9	0	2006	\N	\N	Talk-Show
tt0871668	tvEpisode	Episode #3.1	Episode #3.1	0	2005	\N	\N	Talk-Show
tt0871669	tvEpisode	Episode #3.6	Episode #3.6	0	2005	\N	\N	Talk-Show
tt0871670	tvEpisode	Episode #3.7	Episode #3.7	0	2005	\N	\N	Talk-Show
tt0871671	tvEpisode	Autumn Music Celebration: Part 1	Autumn Music Celebration: Part 1	0	2006	\N	\N	History,News
tt0871672	tvEpisode	Autumn Music Celebration: Part 2	Autumn Music Celebration: Part 2	0	2006	\N	\N	History,News
tt0871673	tvEpisode	Mikey Impossible	Mikey Impossible	0	2006	\N	\N	Adventure,Animation,Comedy
tt0871674	tvEpisode	Saving Face	Saving Face	0	2006	\N	\N	Adventure,Animation,Comedy
tt0871675	tvEpisode	Ship of Fools	Ship of Fools	0	2006	\N	\N	Adventure,Animation,Comedy
tt0871676	tvEpisode	The Switch	The Switch	0	2006	\N	\N	Adventure,Animation,Comedy
tt0871677	tvEpisode	Cecil B. DeMille/Kirk Douglas/Peggy Ann Garner/Nancy Carroll	Cecil B. DeMille/Kirk Douglas/Peggy Ann Garner/Nancy Carroll	0	1952	\N	\N	Comedy,Music
tt0871678	tvEpisode	Number One with a Bullet	Number One with a Bullet	0	2006	\N	42	Crime,Drama
tt0871681	tvEpisode	Episode #3.17	Episode #3.17	0	2006	\N	\N	Comedy,Music,Talk-Show
tt0871682	tvEpisode	Episode #3.19	Episode #3.19	0	2006	\N	\N	Comedy,Music,Talk-Show
tt0871683	tvEpisode	Episode dated 14 September 2006	Episode dated 14 September 2006	0	2006	\N	\N	Comedy,Talk-Show
tt0871684	tvEpisode	Episode dated 21 September 2006	Episode dated 21 September 2006	0	2006	\N	\N	Comedy,Talk-Show
tt0871685	tvEpisode	Episode dated 28 September 2006	Episode dated 28 September 2006	0	2006	\N	\N	Comedy,Talk-Show
tt0871686	tvEpisode	Episode #14.8	Episode #14.8	0	2006	\N	\N	Comedy,Music,Talk-Show
tt0871687	tvEpisode	Episode #14.9	Episode #14.9	0	2006	\N	\N	Comedy,Music,Talk-Show
tt0871688	tvEpisode	Episode #14.20	Episode #14.20	0	2006	\N	\N	Comedy,Music,Talk-Show
tt0871689	tvEpisode	Episode dated 25 September 2006	Episode dated 25 September 2006	0	2006	\N	\N	Comedy,Music,Talk-Show
tt0871690	tvEpisode	Episode dated 26 September 2006	Episode dated 26 September 2006	0	2006	\N	\N	Comedy,Music,Talk-Show
tt0871691	tvEpisode	Episode dated 29 September 2006	Episode dated 29 September 2006	0	2006	\N	\N	Comedy,Music,Talk-Show
tt0871692	tvEpisode	Episode dated 2 October 2006	Episode dated 2 October 2006	0	2006	\N	\N	Comedy,Music,Talk-Show
tt0871693	tvEpisode	Episode dated 27 September 2006	Episode dated 27 September 2006	0	2006	\N	\N	Talk-Show
tt0871694	tvEpisode	Episode dated 2 October 2006	Episode dated 2 October 2006	0	2006	\N	\N	Talk-Show
tt0871695	tvEpisode	Episode dated 3 October 2006	Episode dated 3 October 2006	0	2006	\N	\N	Talk-Show
tt0871696	tvEpisode	Episode dated 4 October 2006	Episode dated 4 October 2006	0	2006	\N	\N	Talk-Show
tt0871697	tvEpisode	Episode dated 5 October 2006	Episode dated 5 October 2006	0	2006	\N	\N	Talk-Show
tt0871698	tvEpisode	Episode dated 6 October 2006	Episode dated 6 October 2006	0	2006	\N	\N	Talk-Show
tt0871699	tvEpisode	Episode dated 9 October 2006	Episode dated 9 October 2006	0	2006	\N	\N	Talk-Show
tt0871700	tvEpisode	Episode dated 10 October 2006	Episode dated 10 October 2006	0	2006	\N	\N	Talk-Show
